Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Size,Surface,Exchange Price,Exchange Currency,Source,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Tag,Version Added,Unique Entry ID
laptop,Gold,Color,Online shopping,Screen,No,No,Yes,Default; Custom; Sable,7,Normal,5200,70000,17500,Beige,Colorful,1x1,No,63000,Poki,Nook's Cranny,NA,NA,251,office,living room,None,None,None,TV,1.0.0,Cv6K8aSDEqEe2aTJK
laptop,Gold,Color,Chat tool,Screen,No,No,Yes,Default; Custom; Sable,7,Normal,5200,70000,17500,Beige,Colorful,1x1,No,63000,Poki,Nook's Cranny,NA,NA,251,office,living room,None,None,None,TV,1.0.0,cdtJukj9MRRNFhPhL
LCD TV (20 in.),Black,Color,NA,NA,No,No,No,NA,NA,None,5200,60000,15000,Black,Black,1x1,No,54000,Poki,Nook's Cranny,NA,NA,251,living room,None,None,None,TV,TV,1.0.0,5AwaWx3RHA5RDZEjW
LCD TV (20 in.),White,Color,NA,NA,No,No,No,NA,NA,None,5200,60000,15000,White,White,1x1,No,54000,Poki,Nook's Cranny,NA,NA,251,living room,None,None,None,TV,TV,1.0.0,iL9sPPTYrY7vn2PdT
LCD TV (20 in.),Silver,Color,NA,NA,No,No,No,NA,NA,None,5200,60000,15000,Gray,Gray,1x1,No,54000,Poki,Nook's Cranny,NA,NA,251,living room,None,None,None,TV,TV,1.0.0,d6raGPQp2sD9M9e2J
LCD TV (20 in.),Red,Color,NA,NA,No,No,No,NA,NA,None,5200,60000,15000,Red,Red,1x1,No,54000,Poki,Nook's Cranny,NA,NA,251,living room,None,None,None,TV,TV,1.0.0,ddvPq8gegGh6mnFCe
LCD TV (20 in.),Yellow,Color,NA,NA,No,No,No,NA,NA,None,5200,60000,15000,Yellow,Yellow,1x1,No,54000,Poki,Nook's Cranny,NA,NA,251,living room,None,None,None,TV,TV,1.0.0,yzaxgspFkwoPhaKA4
LCD TV (20 in.),Blue,Color,NA,NA,No,No,No,NA,NA,None,5200,60000,15000,Blue,Blue,1x1,No,54000,Poki,Nook's Cranny,NA,NA,251,living room,None,None,None,TV,TV,1.0.0,XAb6gdPPFCuAGzK3J
LCD TV (20 in.),Pink,Color,NA,NA,No,No,No,NA,NA,None,5200,60000,15000,Pink,Pink,1x1,No,54000,Poki,Nook's Cranny,NA,NA,251,living room,None,None,None,TV,TV,1.0.0,pMCEqH5mDfd7gQz8L
LCD TV (20 in.),Light blue,Color,NA,NA,No,No,No,NA,NA,None,5200,60000,15000,Aqua,Aqua,1x1,No,54000,Poki,Nook's Cranny,NA,NA,251,living room,None,None,None,TV,TV,1.0.0,zRNhtxeEnzZFK5ZRu
LCD TV (50 in.),Black,Color,NA,NA,No,No,No,NA,NA,None,5200,99000,24750,Black,Black,2x1,No,89100,Poki,Nook's Cranny,NA,NA,251,living room,None,None,None,TV,TV,1.0.0,R2eBACAgTNphGihYi
LCD TV (50 in.),White,Color,NA,NA,No,No,No,NA,NA,None,5200,99000,24750,White,White,2x1,No,89100,Poki,Nook's Cranny,NA,NA,251,living room,None,None,None,TV,TV,1.0.0,SdqtMEWfNyEYkhRBy
LCD TV (50 in.),Silver,Color,NA,NA,No,No,No,NA,NA,None,5200,99000,24750,Gray,Gray,2x1,No,89100,Poki,Nook's Cranny,NA,NA,251,living room,None,None,None,TV,TV,1.0.0,6sD4Zk7KLvDLNr8Nd
LCD TV (50 in.),Red,Color,NA,NA,No,No,No,NA,NA,None,5200,99000,24750,Red,Red,2x1,No,89100,Poki,Nook's Cranny,NA,NA,251,living room,None,None,None,TV,TV,1.0.0,sL8nqnJTE5CNDWq5h
LCD TV (50 in.),Blue,Color,NA,NA,No,No,No,NA,NA,None,5200,99000,24750,Blue,Blue,2x1,No,89100,Poki,Nook's Cranny,NA,NA,251,living room,None,None,None,TV,TV,1.0.0,ddfeADCumyWQQtftM
Libra scale,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,21750,Yellow,Yellow,1x1,No,NA,NA,Crafting,Libra,Yes,301,expensive,None,stars,None,None,Shop,1.0.0,Cx5Jj9MPPBHikMv9D
life ring,Red,Color,NA,NA,No,No,No,NA,NA,None,1000,360,90,Red,White,1x1,No,320,Poki,Nook's Cranny,Summer (shopping),No,103,ocean,resort,None,None,None,Chair,1.0.0,qkZPidCjKfFEc8y3d
life ring,Blue,Color,NA,NA,No,No,No,NA,NA,None,1000,360,90,Blue,White,1x1,No,320,Poki,Nook's Cranny,Summer (shopping),No,103,ocean,resort,None,None,None,Chair,1.0.0,39imQZhzL9TJwws3o
life ring,Yellow,Color,NA,NA,No,No,No,NA,NA,None,1000,360,90,Yellow,White,1x1,No,320,Poki,Nook's Cranny,Summer (shopping),No,103,ocean,resort,None,None,None,Chair,1.0.0,KoLPYWE6QKFDQSDkm
life ring,Orange,Color,NA,NA,No,No,No,NA,NA,None,1000,360,90,Orange,White,1x1,No,320,Poki,Nook's Cranny,Summer (shopping),No,103,ocean,resort,None,None,None,Chair,1.0.0,C2Dw6LQR3AvMLYLmQ
loach model,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,NFS,1200,Brown,Black,1x1,No,NA,NA,C.J.,NA,NA,251,None,None,None,None,None,Fish,1.0.0,Gz3jCfbgNgGuQ26HK
long locust model,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,NFS,600,Green,Green,1x1,No,NA,NA,Flick,NA,NA,251,None,None,None,None,None,Insect,1.0.0,rTARA7nZKYi9tv8op
lucky cat,White,Color,NA,NA,No,Yes,No,NA,3,Normal,2400,NFS,1675,White,Yellow,1x1,No,NA,NA,Gulliver,NA,NA,451,heritage,harmonious,None,None,Doll,Japanese Style,1.0.0,zKpmmPT8YR7AQic6t
lucky cat,Black,Color,NA,NA,No,Yes,No,NA,3,Normal,2400,NFS,1675,Black,Yellow,1x1,No,NA,NA,Gulliver,NA,NA,451,heritage,harmonious,None,None,Doll,Japanese Style,1.0.0,qt7DaTSaQydteXm72
lucky gold cat,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,21675,Yellow,Yellow,1x1,No,NA,NA,Crafting,NA,NA,103,expensive,None,None,None,Doll,Japanese Style,1.0.0,uu8FDyp2Z99SqqD8i
luncheon plate meal,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,2000,500,White,Colorful,1x1,No,1800,Poki,Nook's Cranny; HHP Café,NA,NA,137,café,restaurant,None,None,Food,DishFood,2.0.0,vRi4K9oEFN4CLmyx3
M. sunset moth model,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,NFS,7500,Green,Black,1x1,No,NA,NA,Flick,NA,NA,251,None,None,None,None,None,Insect,1.0.0,ZraXD3ktk7uDQe5ka
magazine,NA,NA,Food,Feature,No,No,Yes,Default; Custom,1,Normal,1000,210,52,White,Yellow,1x1,No,190,Poki,Nook's Cranny,NA,NA,103,living room,child's room,None,None,None,Study,1.0.0,ubFRtmXtA5tPzZu67
magazine,NA,NA,Cars,Feature,No,No,Yes,Default; Custom,1,Normal,1000,210,52,White,Red,1x1,No,190,Poki,Nook's Cranny,NA,NA,103,living room,child's room,None,None,None,Study,1.0.0,jp8LMYNvKuuzHMQmk
magazine,NA,NA,Fashion,Feature,No,No,Yes,Default; Custom,1,Normal,1000,210,52,White,Purple,1x1,No,190,Poki,Nook's Cranny,NA,NA,103,living room,child's room,None,None,None,Study,1.0.0,HWAKztLbE26R24E3B
magazine,NA,NA,Outdoors,Feature,No,No,Yes,Default; Custom,1,Normal,1000,210,52,White,Blue,1x1,No,190,Poki,Nook's Cranny,NA,NA,103,living room,child's room,None,None,None,Study,1.0.0,jqGwP9z9ET7PmMjzJ
magazine,NA,NA,Resorts,Feature,No,No,Yes,Default; Custom,1,Normal,1000,210,52,White,Aqua,1x1,No,190,Poki,Nook's Cranny,NA,NA,103,living room,child's room,None,None,None,Study,1.0.0,T6RRkWuSRGjQRzJxg
magazine,NA,NA,Music,Feature,No,No,Yes,Default; Custom,1,Normal,1000,210,52,White,Brown,1x1,No,190,Poki,Nook's Cranny,NA,NA,103,living room,child's room,None,None,None,Study,1.0.0,i8QEQcS7u9NNHfErk
magazine,NA,NA,Pop stars,Feature,No,No,Yes,Default; Custom,1,Normal,1000,210,52,White,Colorful,1x1,No,190,Poki,Nook's Cranny,NA,NA,103,living room,child's room,None,None,None,Study,1.0.0,FNnGBX8fDGQYq3xEG
magazine rack,Natural,Color,Café,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Beige,Blue,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,Wo4yYZbKaqdwdqZ7M
magazine rack,Natural,Color,Travel,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Beige,Red,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,AvB87oMQSiYZR9QwD
magazine rack,Natural,Color,Fashion,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Beige,Gray,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,ktE9LyLDx8QtLWEtk
magazine rack,Natural,Color,Sports,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Beige,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,BJMuMLcRCtx5D4k57
magazine rack,Natural,Color,Comics,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Beige,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,LSJaDaSmM9etu3X7h
magazine rack,Natural,Color,Kids,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Beige,Pink,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,cAHru2tWYhnttwET2
magazine rack,Natural,Color,Weekly news,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Beige,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,HJZe3QeazMN5YvCuB
magazine rack,Orange,Color,Café,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Orange,Blue,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,tTB373BydT6kevZGW
magazine rack,Orange,Color,Travel,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Orange,Red,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,5YTXJt86SBcnLk6im
magazine rack,Orange,Color,Fashion,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Orange,Gray,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,TdjSJ35oCKopgGaCr
magazine rack,Orange,Color,Sports,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Orange,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,xsMXLLEzdy2MrQMWR
magazine rack,Orange,Color,Comics,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Orange,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,Pi5Ykg6xPrQYYkirp
magazine rack,Orange,Color,Kids,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Orange,Pink,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,MGB6SFrnQZZcqDRFK
magazine rack,Orange,Color,Weekly news,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Orange,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,jtri7Qn8ccQpnmNBH
magazine rack,Brown,Color,Café,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Brown,Blue,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,662Jbq3RLNgSxGJdY
magazine rack,Brown,Color,Travel,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Brown,Red,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,HWtE8m3M3KfZkHD4f
magazine rack,Brown,Color,Fashion,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Brown,Gray,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,79gtKZbMg2xN9rPHN
magazine rack,Brown,Color,Sports,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Brown,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,phgiNZCS82KjWSkNM
magazine rack,Brown,Color,Comics,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Brown,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,y6udXZKaamcgghk93
magazine rack,Brown,Color,Kids,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Brown,Pink,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,7sYeGYvcdLhSnooSM
magazine rack,Brown,Color,Weekly news,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Brown,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,p24iNjZsjPAq2bWBr
magazine rack,White,Color,Café,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,White,Blue,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,YwKrn7FGMKwMwExid
magazine rack,White,Color,Travel,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,White,Red,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,m7ch8eZpMXxCY3MaX
magazine rack,White,Color,Fashion,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,White,Gray,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,gy8kzDa7L6PfLe8AP
magazine rack,White,Color,Sports,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,White,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,YEFjnGNwLxwmsNjWP
magazine rack,White,Color,Comics,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,White,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,GgZHrgqNjKrXWBbwL
magazine rack,White,Color,Kids,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,White,Pink,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,2TXtK6DHHxQhkjbo6
magazine rack,White,Color,Weekly news,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,White,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,cAjvMHvW4c8PK5uK3
magazine rack,Black,Color,Café,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Black,Blue,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,MMQYWZE4vumyicqno
magazine rack,Black,Color,Travel,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Black,Red,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,MCZixi2pmuCTK55tN
magazine rack,Black,Color,Fashion,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Black,Gray,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,ecZ3uBeePiyBHWYDL
magazine rack,Black,Color,Sports,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Black,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,ntTkhsWfyszuLkLbj
magazine rack,Black,Color,Comics,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Black,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,H6QSHEmRWD93xCujc
magazine rack,Black,Color,Kids,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Black,Pink,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,WYbaMaw9Tm4yFhwpc
magazine rack,Black,Color,Weekly news,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Black,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,zG9eiiLZzXGy3tKDR
magazine rack,Yellow,Color,Café,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Yellow,Blue,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,N4SG9pJnkm2KBTnKx
magazine rack,Yellow,Color,Travel,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Yellow,Red,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,oA6c5LAJ73cuYC87W
magazine rack,Yellow,Color,Fashion,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Yellow,Gray,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,cwce7jyNMc2CFbu35
magazine rack,Yellow,Color,Sports,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Yellow,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,yme5Z3XPkJv7TvJsz
magazine rack,Yellow,Color,Comics,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Yellow,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,WF5tYquqZy5Hx6f7n
magazine rack,Yellow,Color,Kids,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Yellow,Pink,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,62v6SkTEGPfeWpzq7
magazine rack,Yellow,Color,Weekly news,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Yellow,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,uyK2Tg3gBi3Jt3AC5
magazine rack,Green,Color,Café,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Blue,Blue,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,DGbGviG8fssfzSjjn
magazine rack,Green,Color,Travel,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Blue,Red,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,F4nMdFpzuYh6JHNXu
magazine rack,Green,Color,Fashion,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Blue,Gray,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,ZtBDo9gESFZcmfaSZ
magazine rack,Green,Color,Sports,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Blue,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,65dPnTZCY2Midu9tC
magazine rack,Green,Color,Comics,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Blue,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,upqpxn4suyZyPfriq
magazine rack,Green,Color,Kids,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Blue,Pink,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,jp4kckYEpdyDHAmZ6
magazine rack,Green,Color,Weekly news,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Blue,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,B8hREdy54zwtRELs3
magazine rack,Red,Color,Café,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Red,Blue,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,cQiL3sjm6HejBp6jr
magazine rack,Red,Color,Travel,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Red,Red,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,MmrStrkiQibWyaTFF
magazine rack,Red,Color,Fashion,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Red,Gray,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,2oDKdjPx9etaYKLXq
magazine rack,Red,Color,Sports,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Red,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,wBmLvSuR9ipfXcczE
magazine rack,Red,Color,Comics,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Red,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,7E3e4zxpKeaZNsttz
magazine rack,Red,Color,Kids,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Red,Pink,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,3WZCA5yt8MBxQRXv6
magazine rack,Red,Color,Weekly news,Magazine,Yes,Yes,Yes,Default; Custom,2,Normal,1700,NFS,690,Red,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,living room,shop,None,None,None,Study,1.0.0,EW33qjFJ2iyrjbNXX
magic kit,Red,Mat color,NA,NA,No,No,No,NA,NA,None,1000,980,245,Black,Red,1x1,No,880,Poki,Nook's Cranny,NA,NA,103,child's room,city life,None,None,None,Toy,1.0.0,eL3Tsbu3wP6HbRyya
magic kit,Blue,Mat color,NA,NA,No,No,No,NA,NA,None,1000,980,245,White,Blue,1x1,No,880,Poki,Nook's Cranny,NA,NA,103,child's room,city life,None,None,None,Toy,1.0.0,AC7RRQhviks5j7rBd
mahi-mahi model,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,NFS,18000,Yellow,Black,1x1,No,NA,NA,C.J.,NA,NA,251,None,None,None,None,None,Fish,1.0.0,Daq8bZwS56nqzef9w
makeup pouch,Orange,Makeup color,Ivory,Pouch color,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Gray,White,1x1,No,900,Poki,Nook's Cranny; HHP Office,NA,NA,103,fancy,None,None,None,None,Shop,2.0.0,iAvAZnrHz5czvWMZ7
makeup pouch,Orange,Makeup color,Red,Pouch color,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Gray,Red,1x1,No,900,Poki,Nook's Cranny; HHP Office,NA,NA,103,fancy,None,None,None,None,Shop,2.0.0,h9JQeSJEuykpv3bZh
makeup pouch,Orange,Makeup color,Pale blue,Pouch color,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Gray,Aqua,1x1,No,900,Poki,Nook's Cranny; HHP Office,NA,NA,103,fancy,None,None,None,None,Shop,2.0.0,9z7Qt2J2Ab2ewJZXy
makeup pouch,Orange,Makeup color,Black,Pouch color,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Gray,Black,1x1,No,900,Poki,Nook's Cranny; HHP Office,NA,NA,103,fancy,None,None,None,None,Shop,2.0.0,qZFYqQySAWswD7bAj
makeup pouch,Orange,Makeup color,Pink,Pouch color,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Gray,Pink,1x1,No,900,Poki,Nook's Cranny; HHP Office,NA,NA,103,fancy,None,None,None,None,Shop,2.0.0,EMr7TLKdnsuto88AM
makeup pouch,Orange,Makeup color,Light green,Pouch color,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Gray,Aqua,1x1,No,900,Poki,Nook's Cranny; HHP Office,NA,NA,103,fancy,None,None,None,None,Shop,2.0.0,sm2dE6LBD5GX5r7uf
makeup pouch,Orange,Makeup color,Purple,Pouch color,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Gray,Blue,1x1,No,900,Poki,Nook's Cranny; HHP Office,NA,NA,103,fancy,None,None,None,None,Shop,2.0.0,9TsmncEY5uucRj4S5
makeup pouch,Red,Makeup color,Ivory,Pouch color,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Yellow,White,1x1,No,900,Poki,Nook's Cranny; HHP Office,NA,NA,103,fancy,None,None,None,None,Shop,2.0.0,P77jsTerqCLeSmRcf
makeup pouch,Red,Makeup color,Red,Pouch color,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Yellow,Red,1x1,No,900,Poki,Nook's Cranny; HHP Office,NA,NA,103,fancy,None,None,None,None,Shop,2.0.0,fFPFc3oKJk5vJCDsA
makeup pouch,Red,Makeup color,Pale blue,Pouch color,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Yellow,Aqua,1x1,No,900,Poki,Nook's Cranny; HHP Office,NA,NA,103,fancy,None,None,None,None,Shop,2.0.0,9W8fb3ZH8c4HsPw4x
makeup pouch,Red,Makeup color,Black,Pouch color,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Yellow,Black,1x1,No,900,Poki,Nook's Cranny; HHP Office,NA,NA,103,fancy,None,None,None,None,Shop,2.0.0,PcNN4Wu6KEtLNpyJy
makeup pouch,Red,Makeup color,Pink,Pouch color,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Yellow,Pink,1x1,No,900,Poki,Nook's Cranny; HHP Office,NA,NA,103,fancy,None,None,None,None,Shop,2.0.0,g9NEun6wDnNe8WJ3v
makeup pouch,Red,Makeup color,Light green,Pouch color,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Yellow,Aqua,1x1,No,900,Poki,Nook's Cranny; HHP Office,NA,NA,103,fancy,None,None,None,None,Shop,2.0.0,yWJk5o4uBA2cdFswH
makeup pouch,Red,Makeup color,Purple,Pouch color,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Yellow,Blue,1x1,No,900,Poki,Nook's Cranny; HHP Office,NA,NA,103,fancy,None,None,None,None,Shop,2.0.0,roxSEWc9hBSCGBfKB
makeup pouch,Pink,Makeup color,Ivory,Pouch color,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Pink,White,1x1,No,900,Poki,Nook's Cranny; HHP Office,NA,NA,103,fancy,None,None,None,None,Shop,2.0.0,xrxKqeQkYbsJJuWCL
