Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Size,Surface,Exchange Price,Exchange Currency,Source,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Version Added
Nordic sofa,Black,Frame,Raindrops,Fabric,No,No,Yes,Default; Custom; Sable,3800,15000,3750,Black,Aqua,2x1,No,13500,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,Chair,Sofa,No,Does not play music,No lighting,For sale,2.0.0
Nordic sofa,Black,Frame,Orange,Fabric,No,No,Yes,Default; Custom; Sable,3800,15000,3750,Black,Orange,2x1,No,13500,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,Chair,Sofa,No,Does not play music,No lighting,For sale,2.0.0
Nordic sofa,Black,Frame,Flowers,Fabric,No,No,Yes,Default; Custom; Sable,3800,15000,3750,Black,Pink,2x1,No,13500,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,Chair,Sofa,No,Does not play music,No lighting,For sale,2.0.0
Nordic sofa,Black,Frame,Dots,Fabric,No,No,Yes,Default; Custom; Sable,3800,15000,3750,Black,Colorful,2x1,No,13500,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,Chair,Sofa,No,Does not play music,No lighting,For sale,2.0.0
Nordic sofa,Black,Frame,Leaves,Fabric,No,No,Yes,Default; Custom; Sable,3800,15000,3750,Black,Green,2x1,No,13500,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,Chair,Sofa,No,Does not play music,No lighting,For sale,2.0.0
Nordic sofa,Black,Frame,Triangles,Fabric,No,No,Yes,Default; Custom; Sable,3800,15000,3750,Black,Colorful,2x1,No,13500,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,Chair,Sofa,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Light wood,Color,None,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Beige,Beige,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Light wood,Color,Little flowers,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Beige,Yellow,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Light wood,Color,Butterflies,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Beige,Green,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Light wood,Color,Raindrops,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Beige,Aqua,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Light wood,Color,Orange,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Beige,Orange,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Light wood,Color,Flowers,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Beige,Pink,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Light wood,Color,Dots,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Beige,Colorful,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Light wood,Color,Leaves,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Beige,Green,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Natural wood,Color,None,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Orange,Orange,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Natural wood,Color,Little flowers,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Orange,Yellow,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Natural wood,Color,Butterflies,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Orange,Green,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Natural wood,Color,Raindrops,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Orange,Aqua,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Natural wood,Color,Orange,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Orange,Orange,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Natural wood,Color,Flowers,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Orange,Pink,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Natural wood,Color,Dots,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Orange,Colorful,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Natural wood,Color,Leaves,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Orange,Green,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Dark wood,Color,None,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Brown,Brown,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Dark wood,Color,Little flowers,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Brown,Yellow,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Dark wood,Color,Butterflies,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Brown,Green,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Dark wood,Color,Raindrops,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Brown,Aqua,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Dark wood,Color,Orange,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Brown,Orange,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Dark wood,Color,Flowers,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Brown,Pink,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Dark wood,Color,Dots,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Brown,Colorful,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Dark wood,Color,Leaves,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Brown,Green,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,White,Color,None,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,White,White,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,White,Color,Little flowers,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,White,Yellow,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,White,Color,Butterflies,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,White,Green,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,White,Color,Raindrops,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,White,Aqua,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,White,Color,Orange,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,White,Orange,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,White,Color,Flowers,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,White,Pink,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,White,Color,Dots,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,White,Colorful,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,White,Color,Leaves,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,White,Green,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Red,Color,None,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Red,Red,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Red,Color,Little flowers,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Red,Yellow,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Red,Color,Butterflies,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Red,Green,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Red,Color,Raindrops,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Red,Aqua,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Red,Color,Orange,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Red,Orange,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Red,Color,Flowers,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Red,Pink,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Red,Color,Dots,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Red,Colorful,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Red,Color,Leaves,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Red,Green,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Blue,Color,None,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Aqua,Aqua,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Blue,Color,Little flowers,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Aqua,Yellow,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Blue,Color,Butterflies,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Aqua,Green,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Blue,Color,Raindrops,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Aqua,Aqua,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Blue,Color,Orange,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Aqua,Orange,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Blue,Color,Flowers,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Aqua,Pink,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Blue,Color,Dots,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Aqua,Colorful,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Blue,Color,Leaves,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Aqua,Green,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Gray,Color,None,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Gray,Gray,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Gray,Color,Little flowers,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Gray,Yellow,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Gray,Color,Butterflies,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Gray,Green,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Gray,Color,Raindrops,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Gray,Aqua,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Gray,Color,Orange,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Gray,Orange,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Gray,Color,Flowers,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Gray,Pink,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Gray,Color,Dots,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Gray,Colorful,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Gray,Color,Leaves,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Gray,Green,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Black,Color,None,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Black,Black,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Black,Color,Little flowers,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Black,Yellow,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Black,Color,Butterflies,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Black,Green,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Black,Color,Raindrops,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Black,Aqua,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Black,Color,Orange,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Black,Orange,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Black,Color,Flowers,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Black,Pink,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Black,Color,Dots,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Black,Colorful,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
Nordic table,Black,Color,Leaves,Fabric,No,No,Yes,Default; Custom; Sable,4500,16000,4000,Black,Green,2x2,Yes,14400,Poki,Nook's Cranny; HHP Office,NA,NA,151,living room,None,Nordic,None,None,No,Table,No,Does not play music,No lighting,For sale,2.0.0
nuptial bell,White,Color,NA,NA,No,No,No,NA,1700,4500,1125,White,Pink,2x2,Yes,NA,NA,Nook Shopping Seasonal,Wedding Season (Nook Shopping),Yes,201,party,expensive,wedding,None,None,Yes,Musical Instrument,Yes,Does not play music,No lighting,Seasonal,1.10.0
nuptial bell,Blue,Color,NA,NA,No,No,No,NA,1700,4500,1125,Blue,Aqua,2x2,Yes,NA,NA,Nook Shopping Seasonal,Wedding Season (Nook Shopping),Yes,201,party,expensive,wedding,None,None,Yes,Musical Instrument,Yes,Does not play music,No lighting,Seasonal,1.10.0
nuptial bell,Brown,Color,NA,NA,No,No,No,NA,1700,4500,1125,Brown,Red,2x2,Yes,NA,NA,Nook Shopping Seasonal,Wedding Season (Nook Shopping),Yes,201,party,expensive,wedding,None,None,Yes,Musical Instrument,Yes,Does not play music,No lighting,Seasonal,1.10.0
ocean sunfish model,NA,NA,NA,NA,No,No,No,NA,NA,NFS,12000,Blue,Black,2x1,No,NA,NA,C.J.,NA,NA,251,None,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,1.0.0
office cabinet,White,Color,NA,NA,No,No,No,NA,1000,2200,550,White,White,1x1,Yes,2000,Poki,Nook's Cranny; HHP Office,NA,NA,151,office,None,None,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,2.0.0
office cabinet,Ivory & wood,Color,NA,NA,No,No,No,NA,1000,2200,550,Beige,White,1x1,Yes,2000,Poki,Nook's Cranny; HHP Office,NA,NA,151,office,None,None,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,2.0.0
office cabinet,Black,Color,NA,NA,No,No,No,NA,1000,2200,550,Black,Black,1x1,Yes,2000,Poki,Nook's Cranny; HHP Office,NA,NA,151,office,None,None,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,2.0.0
office cabinet,Gray,Color,NA,NA,No,No,No,NA,1000,2200,550,Gray,Gray,1x1,Yes,2000,Poki,Nook's Cranny; HHP Office,NA,NA,151,office,None,None,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,2.0.0
office chair,Gray,Color,NA,NA,No,No,No,NA,1000,780,195,Gray,Gray,1x1,No,700,Poki,Nook's Cranny; HHP Office,NA,NA,151,office,None,None,office,None,Chair,Chair,No,Does not play music,No lighting,For sale,2.0.0
office chair,Brown,Color,NA,NA,No,No,No,NA,1000,780,195,Orange,Gray,1x1,No,700,Poki,Nook's Cranny; HHP Office,NA,NA,151,office,None,None,office,None,Chair,Chair,No,Does not play music,No lighting,For sale,2.0.0
office chair,Black,Color,NA,NA,No,No,No,NA,1000,780,195,Black,Black,1x1,No,700,Poki,Nook's Cranny; HHP Office,NA,NA,151,office,None,None,office,None,Chair,Chair,No,Does not play music,No lighting,For sale,2.0.0
office chair,Green,Color,NA,NA,No,No,No,NA,1000,780,195,Green,Gray,1x1,No,700,Poki,Nook's Cranny; HHP Office,NA,NA,151,office,None,None,office,None,Chair,Chair,No,Does not play music,No lighting,For sale,2.0.0
office desk,White,Color,NA,NA,No,No,No,NA,1700,3600,900,White,White,2x1,Yes,3200,Poki,Nook's Cranny,NA,NA,151,office,None,None,office,None,No,Desk,No,Does not play music,No lighting,For sale,1.0.0
office desk,Ivory & wood,Color,NA,NA,No,No,No,NA,1700,3600,900,Beige,White,2x1,Yes,3200,Poki,Nook's Cranny,NA,NA,151,office,None,None,office,None,No,Desk,No,Does not play music,No lighting,For sale,1.0.0
office desk,Black & wood,Color,NA,NA,No,No,No,NA,1700,3600,900,Brown,Black,2x1,Yes,3200,Poki,Nook's Cranny,NA,NA,151,office,None,None,office,None,No,Desk,No,Does not play music,No lighting,For sale,1.0.0
office desk,Gray,Color,NA,NA,No,No,No,NA,1700,3600,900,Gray,Gray,2x1,Yes,3200,Poki,Nook's Cranny,NA,NA,151,office,None,None,office,None,No,Desk,No,Does not play music,No lighting,For sale,1.0.0
oil barrel,Light green,Variation,NA,NA,No,No,No,NA,1000,650,162,Green,White,1x1,No,580,Poki,Nook's Cranny,NA,NA,103,workshop,None,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,For sale,1.0.0
oil barrel,Blue,Variation,NA,NA,No,No,No,NA,1000,650,162,Blue,White,1x1,No,580,Poki,Nook's Cranny,NA,NA,103,workshop,None,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,For sale,1.0.0
oil barrel,Light blue,Variation,NA,NA,No,No,No,NA,1000,650,162,Aqua,White,1x1,No,580,Poki,Nook's Cranny,NA,NA,103,workshop,None,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,For sale,1.0.0
oil barrel,Orange,Variation,NA,NA,No,No,No,NA,1000,650,162,Orange,White,1x1,No,580,Poki,Nook's Cranny,NA,NA,103,workshop,None,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,For sale,1.0.0
oil barrel,Caution,Variation,NA,NA,No,No,No,NA,1000,650,162,Yellow,Black,1x1,No,580,Poki,Nook's Cranny,NA,NA,103,workshop,None,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,For sale,1.0.0
oil barrel,Red,Variation,NA,NA,No,No,No,NA,1000,650,162,Red,Red,1x1,No,580,Poki,Nook's Cranny,NA,NA,103,workshop,None,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,For sale,1.0.0
oil barrel,Green,Variation,NA,NA,No,No,No,NA,1000,650,162,Green,Green,1x1,No,580,Poki,Nook's Cranny,NA,NA,103,workshop,None,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,For sale,1.0.0
oil barrel,Damaged,Variation,NA,NA,No,No,No,NA,1000,650,162,Brown,Brown,1x1,No,580,Poki,Nook's Cranny,NA,NA,103,workshop,None,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,For sale,1.0.0
oil-barrel bathtub,No coating,Color,NA,NA,Yes,Yes,No,NA,1000,NFS,655,Gray,Gray,1x1,No,NA,NA,Crafting,NA,NA,103,outdoors,local,None,None,None,No,Bathtub,Yes,Does not play music,No lighting,Not for sale,1.0.0
oil-barrel bathtub,Green,Color,NA,NA,Yes,Yes,No,NA,1000,NFS,655,Green,Green,1x1,No,NA,NA,Crafting,NA,NA,103,outdoors,local,None,None,None,No,Bathtub,Yes,Does not play music,No lighting,Not for sale,1.0.0
oil-barrel bathtub,Yellow,Color,NA,NA,Yes,Yes,No,NA,1000,NFS,655,Yellow,Yellow,1x1,No,NA,NA,Crafting,NA,NA,103,outdoors,local,None,None,None,No,Bathtub,Yes,Does not play music,No lighting,Not for sale,1.0.0
oil-barrel bathtub,Red,Color,NA,NA,Yes,Yes,No,NA,1000,NFS,655,Red,Red,1x1,No,NA,NA,Crafting,NA,NA,103,outdoors,local,None,None,None,No,Bathtub,Yes,Does not play music,No lighting,Not for sale,1.0.0
oil-barrel bathtub,White,Color,NA,NA,Yes,Yes,No,NA,1000,NFS,655,White,White,1x1,No,NA,NA,Crafting,NA,NA,103,outdoors,local,None,None,None,No,Bathtub,Yes,Does not play music,No lighting,Not for sale,1.0.0
oil-barrel bathtub,Retro,Color,NA,NA,Yes,Yes,No,NA,1000,NFS,655,Brown,Brown,1x1,No,NA,NA,Crafting,NA,NA,103,outdoors,local,None,None,None,No,Bathtub,Yes,Does not play music,No lighting,Not for sale,1.0.0
OK Motors sign,NA,NA,NA,NA,No,No,No,NA,NA,3000,750,Red,Blue,1x1,No,NA,NA,Nook Shopping Promotion,NA,NA,178,city life,None,None,None,None,Yes,Compass,No,Does not play music,Fluorescent,Not in catalog,1.1.0
old sewing machine,Black,Color,NA,NA,No,No,No,NA,1000,2200,550,Orange,Black,2x1,No,2000,Poki,Nook's Cranny,NA,NA,151,living room,retro,None,None,None,Yes,Supplies,No,Does not play music,No lighting,For sale,1.0.0
old sewing machine,Green,Color,NA,NA,No,No,No,NA,1000,2200,550,Brown,Green,2x1,No,2000,Poki,Nook's Cranny,NA,NA,151,living room,retro,None,None,None,Yes,Supplies,No,Does not play music,No lighting,For sale,1.0.0
